"Indicator","Time","Value (USD/ZMK)"
"Currency","2012/07/26",4.87
"Currency","2012/07/25",4.87
"Currency","2012/07/24",4.87
"Currency","2012/07/23",4.86
"Currency","2012/07/20",4.84
"Currency","2012/07/19",4.88
"Currency","2012/07/18",4.90
"Currency","2012/07/17",4.89
"Currency","2012/07/16",4.85
"Currency","2012/07/13",4.79
"Currency","2012/07/12",4.83
"Currency","2012/07/11",4.71
"Currency","2012/07/10",4.73
"Currency","2012/07/09",4.79
"Currency","2012/07/06",4.81
"Currency","2012/07/05",4.93
"Currency","2012/07/04",5.04
"Currency","2012/07/03",5.13
"Currency","2012/07/02",5.13
"Currency","2012/06/29",5.15
"Currency","2012/06/28",5.21
"Currency","2012/06/27",5.18
"Currency","2012/06/26",5.18
"Currency","2012/06/25",5.17
"Currency","2012/06/22",5.19
"Currency","2012/06/21",5.18
"Currency","2012/06/20",5.20
"Currency","2012/06/19",5.21
"Currency","2012/06/18",5.22
"Currency","2012/06/15",5.26
"Currency","2012/06/14",5.33
"Currency","2012/06/13",5.33
"Currency","2012/06/12",5.33
"Currency","2012/06/11",5.32
"Currency","2012/06/08",5.33
"Currency","2012/06/07",5.33
"Currency","2012/06/06",5.33
"Currency","2012/06/05",5.33
"Currency","2012/06/04",5.35
"Currency","2012/06/01",5.33
"Currency","2012/05/31",5.35
"Currency","2012/05/30",5.35
"Currency","2012/05/29",5.28
"Currency","2012/05/28",5.26
"Currency","2012/05/25",5.26
"Currency","2012/05/24",5.26
"Currency","2012/05/23",5.25
"Currency","2012/05/22",5.20
"Currency","2012/05/21",5.21
"Currency","2012/05/18",5.24
"Currency","2012/05/17",5.22
"Currency","2012/05/16",5.26
"Currency","2012/05/15",5.23
"Currency","2012/05/14",5.19
"Currency","2012/05/11",5.17
"Currency","2012/05/10",5.12
"Currency","2012/05/09",5.16
"Currency","2012/05/08",5.17
"Currency","2012/05/07",5.23
"Currency","2012/05/04",5.15
"Currency","2012/05/03",5.16
"Currency","2012/05/02",5.21
"Currency","2012/05/01",5.25
"Currency","2012/04/30",5.25
"Currency","2012/04/27",5.21
"Currency","2012/04/26",5.16
"Currency","2012/04/25",5.17
"Currency","2012/04/24",5.29
"Currency","2012/04/23",5.24
"Currency","2012/04/20",5.31
"Currency","2012/04/19",5.29
"Currency","2012/04/18",5.24
"Currency","2012/04/17",5.24
"Currency","2012/04/16",5.25
"Currency","2012/04/13",5.25
"Currency","2012/04/12",5.24
"Currency","2012/04/11",5.24
"Currency","2012/04/10",5.27
"Currency","2012/04/09",5.27
"Currency","2012/04/06",5.27
"Currency","2012/04/05",5.27
"Currency","2012/04/04",5.28
"Currency","2012/04/03",5.28
"Currency","2012/04/02",5.28
"Currency","2012/03/30",5.28
"Currency","2012/03/29",5.28
"Currency","2012/03/28",5.28
"Currency","2012/03/27",5.31
"Currency","2012/03/26",5.34
"Currency","2012/03/23",5.35
"Currency","2012/03/22",5.34
"Currency","2012/03/21",5.31
"Currency","2012/03/20",5.30
"Currency","2012/03/19",5.30
"Currency","2012/03/16",5.29
"Currency","2012/03/15",5.27
"Currency","2012/03/14",5.27
"Currency","2012/03/13",5.26
"Currency","2012/03/12",5.26
"Currency","2012/03/09",5.27
"Currency","2012/03/08",5.27
"Currency","2012/03/07",5.27
"Currency","2012/03/06",5.29
"Currency","2012/03/05",5.27
"Currency","2012/03/02",5.27
"Currency","2012/03/01",5.26
"Currency","2012/02/29",5.25
"Currency","2012/02/28",5.27
"Currency","2012/02/27",5.26
"Currency","2012/02/24",5.25
"Currency","2012/02/23",5.26
"Currency","2012/02/22",5.24
"Currency","2012/02/21",5.23
"Currency","2012/02/20",5.21
"Currency","2012/02/17",5.20
"Currency","2012/02/16",5.19
"Currency","2012/02/15",5.19
"Currency","2012/02/14",5.24
"Currency","2012/02/13",5.29
"Currency","2012/02/10",5.25
"Currency","2012/02/09",5.19
"Currency","2012/02/08",5.19
"Currency","2012/02/07",5.18
"Currency","2012/02/06",5.16
"Currency","2012/02/03",5.15
"Currency","2012/02/02",5.16
"Currency","2012/02/01",5.16
"Currency","2012/01/31",5.13
"Currency","2012/01/30",5.13
"Currency","2012/01/27",5.12
"Currency","2012/01/26",5.10
"Currency","2012/01/25",5.10
"Currency","2012/01/24",5.12
"Currency","2012/01/23",5.13
"Currency","2012/01/20",5.14
"Currency","2012/01/19",5.16
"Currency","2012/01/18",5.14
"Currency","2012/01/17",5.13
"Currency","2012/01/16",5.13
"Currency","2012/01/13",5.09
"Currency","2012/01/12",5.10
"Currency","2012/01/11",5.12
"Currency","2012/01/10",5.16
"Currency","2012/01/09",5.17
"Currency","2012/01/06",5.16
"Currency","2012/01/05",5.15
"Currency","2012/01/04",5.12
"Currency","2012/01/03",5.13
"Currency","2012/01/02",5.13
"Currency","2011/12/30",5.13
"Currency","2011/12/29",5.13
"Currency","2011/12/28",5.10
"Currency","2011/12/27",5.12
"Currency","2011/12/26",5.12
"Currency","2011/12/23",5.13
"Currency","2011/12/22",5.13
"Currency","2011/12/21",5.12
"Currency","2011/12/20",5.13
"Currency","2011/12/19",5.12
"Currency","2011/12/16",5.13
"Currency","2011/12/15",5.14
"Currency","2011/12/14",5.13
"Currency","2011/12/13",5.13
"Currency","2011/12/12",5.13
"Currency","2011/12/09",5.12
"Currency","2011/12/08",5.11
"Currency","2011/12/07",5.15
"Currency","2011/12/06",5.15
"Currency","2011/12/05",5.13
"Currency","2011/12/02",5.09
"Currency","2011/12/01",5.11
"Currency","2011/11/30",5.08
"Currency","2011/11/29",5.11
"Currency","2011/11/28",5.09
"Currency","2011/11/25",5.10
"Currency","2011/11/24",5.10
"Currency","2011/11/23",5.11
"Currency","2011/11/22",5.06
"Currency","2011/11/21",5.04
"Currency","2011/11/18",5.03
"Currency","2011/11/17",5.03
"Currency","2011/11/16",5.06
"Currency","2011/11/15",5.05
"Currency","2011/11/14",5.02
"Currency","2011/11/11",5.03
"Currency","2011/11/10",5.03
"Currency","2011/11/09",4.98
"Currency","2011/11/08",4.98
"Currency","2011/11/07",4.98
"Currency","2011/11/04",4.95
"Currency","2011/11/03",4.97
"Currency","2011/11/02",4.95
"Currency","2011/11/01",4.91
"Currency","2011/10/31",4.91
"Currency","2011/10/28",4.88
"Currency","2011/10/27",4.88
"Currency","2011/10/26",4.94
"Currency","2011/10/25",4.94
"Currency","2011/10/24",4.97
"Currency","2011/10/21",4.97
"Currency","2011/10/20",4.99
"Currency","2011/10/19",5.02
"Currency","2011/10/18",5.04
"Currency","2011/10/17",4.99
"Currency","2011/10/14",4.98
"Currency","2011/10/13",4.96
"Currency","2011/10/12",4.95
"Currency","2011/10/11",4.94
"Currency","2011/10/10",4.92
"Currency","2011/10/07",4.98
"Currency","2011/10/06",4.98
"Currency","2011/10/05",4.98
"Currency","2011/10/04",4.97
"Currency","2011/10/03",5.01
"Currency","2011/09/30",4.83
"Currency","2011/09/29",4.87
"Currency","2011/09/28",4.78
"Currency","2011/09/27",4.85
"Currency","2011/09/26",5.05
"Currency","2011/09/23",5.16
"Currency","2011/09/22",5.02
"Currency","2011/09/21",4.89
"Currency","2011/09/20",4.82
"Currency","2011/09/19",4.82
"Currency","2011/09/16",4.82
"Currency","2011/09/15",4.85
"Currency","2011/09/14",4.91
"Currency","2011/09/13",4.91
"Currency","2011/09/12",4.93
"Currency","2011/09/09",4.93
"Currency","2011/09/08",4.96
"Currency","2011/09/07",4.96
"Currency","2011/09/06",4.97
"Currency","2011/09/05",4.99
"Currency","2011/09/02",4.95
"Currency","2011/09/01",4.96
"Currency","2011/08/31",4.97
"Currency","2011/08/30",4.98
"Currency","2011/08/29",4.98
"Currency","2011/08/26",4.98
"Currency","2011/08/25",4.97
"Currency","2011/08/24",4.94
"Currency","2011/08/23",4.97
"Currency","2011/08/22",4.95
"Currency","2011/08/19",4.96
"Currency","2011/08/18",4.95
"Currency","2011/08/17",4.95
"Currency","2011/08/16",4.93
"Currency","2011/08/15",4.91
"Currency","2011/08/12",4.91
"Currency","2011/08/11",4.98
"Currency","2011/08/10",4.94
"Currency","2011/08/09",4.98
"Currency","2011/08/08",4.97
"Currency","2011/08/05",4.86
"Currency","2011/08/04",4.84
"Currency","2011/08/03",4.81
"Currency","2011/08/02",4.84
"Currency","2011/08/01",4.80
"Currency","2011/07/29",4.80
"Currency","2011/07/28",4.80
"Currency","2011/07/27",4.80
"Currency","2011/07/26",4.80
"Currency","2011/07/25",4.83
"Currency","2011/07/22",4.86
"Currency","2011/07/21",4.86
"Currency","2011/07/20",4.86
"Currency","2011/07/19",4.87
"Currency","2011/07/18",4.85
"Currency","2011/07/15",4.84
"Currency","2011/07/14",4.83
"Currency","2011/07/13",4.86
"Currency","2011/07/12",4.88
"Currency","2011/07/11",4.85
"Currency","2011/07/08",4.83
"Currency","2011/07/07",4.83
"Currency","2011/07/06",4.86
"Currency","2011/07/05",4.82
"Currency","2011/07/04",4.86
"Currency","2011/07/01",4.83
"Currency","2011/06/30",4.84
"Currency","2011/06/29",4.87
"Currency","2011/06/28",4.86
"Currency","2011/06/27",4.86
"Currency","2011/06/24",4.86
"Currency","2011/06/23",4.85
"Currency","2011/06/22",4.85
"Currency","2011/06/21",4.81
"Currency","2011/06/20",4.80
"Currency","2011/06/17",4.81
"Currency","2011/06/16",4.84
"Currency","2011/06/15",4.84
"Currency","2011/06/14",4.80
"Currency","2011/06/13",4.80
"Currency","2011/06/10",4.78
"Currency","2011/06/09",4.77
"Currency","2011/06/08",4.79
"Currency","2011/06/07",4.75
"Currency","2011/06/06",4.78
"Currency","2011/06/03",4.78
"Currency","2011/06/02",4.78
"Currency","2011/06/01",4.75
"Currency","2011/05/31",4.74
"Currency","2011/05/30",4.75
"Currency","2011/05/27",4.75
"Currency","2011/05/26",4.75
"Currency","2011/05/25",4.74
"Currency","2011/05/24",4.73
"Currency","2011/05/23",4.75
"Currency","2011/05/20",4.75
"Currency","2011/05/19",4.75
"Currency","2011/05/18",4.75
"Currency","2011/05/17",4.77
"Currency","2011/05/16",4.77
"Currency","2011/05/13",4.75
"Currency","2011/05/12",4.77
"Currency","2011/05/11",4.75
"Currency","2011/05/10",4.76
"Currency","2011/05/09",4.75
"Currency","2011/05/06",4.77
"Currency","2011/05/05",4.76
"Currency","2011/05/04",4.71
"Currency","2011/05/03",4.71
"Currency","2011/05/02",4.71
"Currency","2011/04/29",4.71
"Currency","2011/04/28",4.70
"Currency","2011/04/27",4.71
"Currency","2011/04/26",4.72
"Currency","2011/04/25",4.72
"Currency","2011/04/22",4.72
"Currency","2011/04/21",4.71
"Currency","2011/04/20",4.71
"Currency","2011/04/19",4.72
"Currency","2011/04/18",4.71
"Currency","2011/04/15",4.71
"Currency","2011/04/14",4.71
"Currency","2011/04/13",4.72
"Currency","2011/04/12",4.71
"Currency","2011/04/11",4.71
"Currency","2011/04/08",4.70
"Currency","2011/04/07",4.72
"Currency","2011/04/06",4.70
"Currency","2011/04/05",4.73
"Currency","2011/04/04",4.72
"Currency","2011/04/01",4.71
"Currency","2011/03/31",4.71
"Currency","2011/03/30",4.70
"Currency","2011/03/29",4.68
"Currency","2011/03/28",4.76
"Currency","2011/03/25",4.73
"Currency","2011/03/24",4.73
"Currency","2011/03/23",4.76
"Currency","2011/03/22",4.77
"Currency","2011/03/21",4.76
"Currency","2011/03/18",4.80
"Currency","2011/03/17",4.83
"Currency","2011/03/16",4.83
"Currency","2011/03/15",4.84
"Currency","2011/03/14",4.78
"Currency","2011/03/11",4.82
"Currency","2011/03/10",4.77
"Currency","2011/03/09",4.73
"Currency","2011/03/08",4.72
"Currency","2011/03/07",4.72
"Currency","2011/03/04",4.73
"Currency","2011/03/03",4.75
"Currency","2011/03/02",4.75
"Currency","2011/03/01",4.76
"Currency","2011/02/28",4.76
"Currency","2011/02/25",4.77
"Currency","2011/02/24",4.77
"Currency","2011/02/23",4.77
"Currency","2011/02/22",4.76
"Currency","2011/02/21",4.74
"Currency","2011/02/18",4.75
"Currency","2011/02/17",4.79
"Currency","2011/02/16",4.76
"Currency","2011/02/15",4.75
"Currency","2011/02/14",4.76
"Currency","2011/02/11",4.78
"Currency","2011/02/10",4.78
"Currency","2011/02/09",4.82
"Currency","2011/02/08",4.79
"Currency","2011/02/07",4.81
"Currency","2011/02/04",4.83
"Currency","2011/02/03",4.80
"Currency","2011/02/02",4.78
"Currency","2011/02/01",4.82
"Currency","2011/01/31",4.84
"Currency","2011/01/28",4.83
"Currency","2011/01/27",4.82
"Currency","2011/01/26",4.83
"Currency","2011/01/25",4.78
"Currency","2011/01/24",4.76
"Currency","2011/01/21",4.75
"Currency","2011/01/20",4.75
"Currency","2011/01/19",4.74
"Currency","2011/01/18",4.76
"Currency","2011/01/17",4.76
"Currency","2011/01/14",4.73
"Currency","2011/01/13",4.73
"Currency","2011/01/12",4.74
"Currency","2011/01/11",4.74
"Currency","2011/01/10",4.78
"Currency","2011/01/07",4.75
"Currency","2011/01/06",4.73
"Currency","2011/01/05",4.72
"Currency","2011/01/04",4.77
"Currency","2011/01/03",4.78
"Currency","2010/12/31",4.80
"Currency","2010/12/30",4.79
"Currency","2010/12/29",4.76
"Currency","2010/12/28",4.76
"Currency","2010/12/27",4.75
"Currency","2010/12/24",4.74
"Currency","2010/12/23",4.72
"Currency","2010/12/22",4.71
"Currency","2010/12/21",4.68
"Currency","2010/12/20",4.69
"Currency","2010/12/17",4.66
"Currency","2010/12/16",4.65
"Currency","2010/12/15",4.63
"Currency","2010/12/14",4.62
"Currency","2010/12/13",4.66
"Currency","2010/12/10",4.73
"Currency","2010/12/09",4.77
"Currency","2010/12/08",4.75
"Currency","2010/12/07",4.68
"Currency","2010/12/06",4.74
"Currency","2010/12/03",4.78
"Currency","2010/12/02",4.85
"Currency","2010/12/01",4.90
"Currency","2010/11/30",4.95
"Currency","2010/11/29",4.93
"Currency","2010/11/26",4.86
"Currency","2010/11/25",4.74
"Currency","2010/11/24",4.75
"Currency","2010/11/23",4.67
"Currency","2010/11/22",4.65
"Currency","2010/11/19",4.65
"Currency","2010/11/18",4.65
"Currency","2010/11/17",4.71
"Currency","2010/11/16",4.68
"Currency","2010/11/15",4.67
"Currency","2010/11/12",4.66
"Currency","2010/11/11",4.64
"Currency","2010/11/10",4.62
"Currency","2010/11/09",4.64
"Currency","2010/11/08",4.64
"Currency","2010/11/05",4.63
"Currency","2010/11/04",4.62
"Currency","2010/11/03",4.66
"Currency","2010/11/02",4.67
"Currency","2010/11/01",4.67
"Currency","2010/10/29",4.65
"Currency","2010/10/28",4.65
"Currency","2010/10/27",4.65
"Currency","2010/10/26",4.61
"Currency","2010/10/25",4.64
"Currency","2010/10/22",4.66
"Currency","2010/10/21",4.65
"Currency","2010/10/20",4.67
"Currency","2010/10/19",4.68
"Currency","2010/10/18",4.64
"Currency","2010/10/15",4.59
"Currency","2010/10/14",4.59
"Currency","2010/10/13",4.65
"Currency","2010/10/12",4.71
"Currency","2010/10/11",4.70
"Currency","2010/10/08",4.74
"Currency","2010/10/07",4.74
"Currency","2010/10/06",4.75
"Currency","2010/10/05",4.76
"Currency","2010/10/04",4.77
"Currency","2010/10/01",4.78
"Currency","2010/09/30",4.85
"Currency","2010/09/29",4.84
"Currency","2010/09/28",4.88
"Currency","2010/09/27",4.84
"Currency","2010/09/24",4.81
"Currency","2010/09/23",4.83
"Currency","2010/09/22",4.81
"Currency","2010/09/21",4.87
"Currency","2010/09/20",4.86
"Currency","2010/09/17",4.87
"Currency","2010/09/16",4.85
"Currency","2010/09/15",4.85
"Currency","2010/09/14",4.84
"Currency","2010/09/13",4.87
"Currency","2010/09/10",4.88
"Currency","2010/09/09",4.90
"Currency","2010/09/08",4.92
"Currency","2010/09/07",4.91
"Currency","2010/09/06",4.86
"Currency","2010/09/03",4.87
"Currency","2010/09/02",4.86
"Currency","2010/09/01",4.92
"Currency","2010/08/31",4.93
"Currency","2010/08/30",4.88
"Currency","2010/08/27",4.91
"Currency","2010/08/26",4.96
"Currency","2010/08/25",4.98
"Currency","2010/08/24",4.97
"Currency","2010/08/23",4.94
"Currency","2010/08/20",4.95
"Currency","2010/08/19",4.93
"Currency","2010/08/18",4.90
"Currency","2010/08/17",4.90
"Currency","2010/08/16",4.97
"Currency","2010/08/13",4.96
"Currency","2010/08/12",5.04
"Currency","2010/08/11",4.99
"Currency","2010/08/10",4.93
"Currency","2010/08/09",4.87
"Currency","2010/08/06",4.83
"Currency","2010/08/05",4.80
"Currency","2010/08/04",4.83
"Currency","2010/08/03",4.81
"Currency","2010/08/02",4.85
"Currency","2010/07/30",4.86
"Currency","2010/07/29",4.88
"Currency","2010/07/28",4.92
"Currency","2010/07/27",4.88
"Currency","2010/07/26",4.90
"Currency","2010/07/23",5.02
"Currency","2010/07/22",5.10
"Currency","2010/07/21",5.09
"Currency","2010/07/20",5.12
"Currency","2010/07/19",5.14
"Currency","2010/07/16",4.98
"Currency","2010/07/15",4.98
"Currency","2010/07/14",5.01
"Currency","2010/07/13",5.04
"Currency","2010/07/12",5.02
"Currency","2010/07/09",5.00
"Currency","2010/07/08",5.03
"Currency","2010/07/07",5.10
"Currency","2010/07/06",5.15
"Currency","2010/07/05",5.15
"Currency","2010/07/02",5.13
"Currency","2010/07/01",5.18
"Currency","2010/06/30",5.18
"Currency","2010/06/29",5.17
"Currency","2010/06/28",5.13
"Currency","2010/06/25",5.16
"Currency","2010/06/24",5.14
"Currency","2010/06/23",5.06
"Currency","2010/06/22",5.12
"Currency","2010/06/21",5.08
"Currency","2010/06/18",5.12
"Currency","2010/06/17",5.10
"Currency","2010/06/16",5.12
"Currency","2010/06/15",5.08
"Currency","2010/06/14",5.08
"Currency","2010/06/11",5.14
"Currency","2010/06/10",5.18
"Currency","2010/06/09",5.23
"Currency","2010/06/08",5.26
"Currency","2010/06/07",5.22
"Currency","2010/06/04",5.24
"Currency","2010/06/03",5.07
"Currency","2010/06/02",5.08
"Currency","2010/06/01",5.05
"Currency","2010/05/31",5.00
"Currency","2010/05/28",5.03
"Currency","2010/05/27",5.09
"Currency","2010/05/26",5.08
"Currency","2010/05/25",5.07
"Currency","2010/05/24",5.04
"Currency","2010/05/21",5.06
"Currency","2010/05/20",5.08
"Currency","2010/05/19",5.05
"Currency","2010/05/18",4.98
"Currency","2010/05/17",4.92
"Currency","2010/05/14",4.90
"Currency","2010/05/13",4.89
"Currency","2010/05/12",4.94
"Currency","2010/05/11",4.96
"Currency","2010/05/10",4.94
"Currency","2010/05/07",5.08
"Currency","2010/05/06",4.97
"Currency","2010/05/05",4.85
"Currency","2010/05/04",4.77
"Currency","2010/05/03",4.77
"Currency","2010/04/30",4.74
"Currency","2010/04/29",4.76
"Currency","2010/04/28",4.73
"Currency","2010/04/27",4.69
"Currency","2010/04/26",4.68
"Currency","2010/04/23",4.72
"Currency","2010/04/22",4.68
"Currency","2010/04/21",4.64
"Currency","2010/04/20",4.66
"Currency","2010/04/19",4.68
"Currency","2010/04/16",4.63
"Currency","2010/04/15",4.63
"Currency","2010/04/14",4.63
"Currency","2010/04/13",4.67
"Currency","2010/04/12",4.65
"Currency","2010/04/09",4.64
"Currency","2010/04/08",4.69
"Currency","2010/04/07",4.68
"Currency","2010/04/06",4.64
"Currency","2010/04/05",4.67
"Currency","2010/04/02",4.67
"Currency","2010/04/01",4.67
"Currency","2010/03/31",4.68
"Currency","2010/03/30",4.75
"Currency","2010/03/29",4.74
"Currency","2010/03/26",4.74
"Currency","2010/03/25",4.75
"Currency","2010/03/24",4.78
"Currency","2010/03/23",4.72
"Currency","2010/03/22",4.71
"Currency","2010/03/19",4.68
"Currency","2010/03/18",4.69
"Currency","2010/03/17",4.72
"Currency","2010/03/16",4.71
"Currency","2010/03/15",4.66
"Currency","2010/03/12",4.67
"Currency","2010/03/11",4.67
"Currency","2010/03/10",4.61
"Currency","2010/03/09",4.61
"Currency","2010/03/08",4.66
"Currency","2010/03/05",4.65
"Currency","2010/03/04",4.67
"Currency","2010/03/03",4.66
"Currency","2010/03/02",4.70
"Currency","2010/03/01",4.71
"Currency","2010/02/26",4.75
"Currency","2010/02/25",4.74
"Currency","2010/02/24",4.72
"Currency","2010/02/23",4.73
"Currency","2010/02/22",4.69
"Currency","2010/02/19",4.68
"Currency","2010/02/18",4.68
"Currency","2010/02/17",4.69
"Currency","2010/02/16",4.69
"Currency","2010/02/15",4.65
"Currency","2010/02/12",4.64
"Currency","2010/02/11",4.68
"Currency","2010/02/10",4.68
"Currency","2010/02/09",4.66
"Currency","2010/02/08",4.67
"Currency","2010/02/05",4.66
"Currency","2010/02/04",4.60
"Currency","2010/02/03",4.56
"Currency","2010/02/02",4.62
"Currency","2010/02/01",4.61
"Currency","2010/01/29",4.56
"Currency","2010/01/28",4.59
"Currency","2010/01/27",4.59
"Currency","2010/01/26",4.54
"Currency","2010/01/25",4.49
"Currency","2010/01/22",4.44
"Currency","2010/01/21",4.40
"Currency","2010/01/20",4.41
"Currency","2010/01/19",4.40
"Currency","2010/01/18",4.44
"Currency","2010/01/15",4.44
"Currency","2010/01/14",4.46
"Currency","2010/01/13",4.49
"Currency","2010/01/12",4.53
"Currency","2010/01/11",4.50
"Currency","2010/01/08",4.51
"Currency","2010/01/07",4.56
"Currency","2010/01/06",4.59
"Currency","2010/01/05",4.63
"Currency","2010/01/04",4.63
"Currency","2010/01/01",4.64
"Currency","2009/12/31",4.64
"Currency","2009/12/30",4.65
"Currency","2009/12/29",4.66
"Currency","2009/12/28",4.66
"Currency","2009/12/25",4.66
"Currency","2009/12/24",4.66
"Currency","2009/12/23",4.67
"Currency","2009/12/22",4.68
"Currency","2009/12/21",4.66
"Currency","2009/12/18",4.65
"Currency","2009/12/17",4.69
"Currency","2009/12/16",4.73
"Currency","2009/12/15",4.73
"Currency","2009/12/14",4.72
"Currency","2009/12/11",4.73
"Currency","2009/12/10",4.70
"Currency","2009/12/09",4.69
"Currency","2009/12/08",4.69
"Currency","2009/12/07",4.64
"Currency","2009/12/04",4.66
"Currency","2009/12/03",4.68
"Currency","2009/12/02",4.68
"Currency","2009/12/01",4.66
"Currency","2009/11/30",4.68
"Currency","2009/11/27",4.70
"Currency","2009/11/26",4.65
"Currency","2009/11/25",4.65
"Currency","2009/11/24",4.65
"Currency","2009/11/23",4.63
"Currency","2009/11/20",4.63
"Currency","2009/11/19",4.63
"Currency","2009/11/18",4.62
"Currency","2009/11/17",4.63
"Currency","2009/11/16",4.63
"Currency","2009/11/13",4.62
"Currency","2009/11/12",4.63
"Currency","2009/11/11",4.64
"Currency","2009/11/10",4.67
"Currency","2009/11/09",4.66
"Currency","2009/11/06",4.65
"Currency","2009/11/05",4.66
"Currency","2009/11/04",4.66
"Currency","2009/11/03",4.68
"Currency","2009/11/02",4.65
"Currency","2009/10/30",4.64
"Currency","2009/10/29",4.65
"Currency","2009/10/28",4.67
"Currency","2009/10/27",4.65
"Currency","2009/10/26",4.67
"Currency","2009/10/23",4.67
"Currency","2009/10/22",4.68
"Currency","2009/10/21",4.69
"Currency","2009/10/20",4.67
"Currency","2009/10/19",4.64
"Currency","2009/10/16",4.60
"Currency","2009/10/15",4.60
"Currency","2009/10/14",4.65
"Currency","2009/10/13",4.69
"Currency","2009/10/12",4.68
"Currency","2009/10/09",4.66
"Currency","2009/10/08",4.68
"Currency","2009/10/07",4.67
"Currency","2009/10/06",4.66
"Currency","2009/10/05",4.72
"Currency","2009/10/02",4.73
"Currency","2009/10/01",4.69
"Currency","2009/09/30",4.74
"Currency","2009/09/29",4.75
"Currency","2009/09/28",4.74
"Currency","2009/09/25",4.68
"Currency","2009/09/24",4.63
"Currency","2009/09/23",4.61
"Currency","2009/09/22",4.61
"Currency","2009/09/21",4.63
"Currency","2009/09/18",4.63
"Currency","2009/09/17",4.62
"Currency","2009/09/16",4.68
"Currency","2009/09/15",4.64
"Currency","2009/09/14",4.61
"Currency","2009/09/11",4.63
"Currency","2009/09/10",4.61
"Currency","2009/09/09",4.65
"Currency","2009/09/08",4.65
"Currency","2009/09/07",4.65
"Currency","2009/09/04",4.64
"Currency","2009/09/03",4.65
"Currency","2009/09/02",4.65
"Currency","2009/09/01",4.62
"Currency","2009/08/31",4.74
"Currency","2009/08/28",4.72
"Currency","2009/08/27",4.76
"Currency","2009/08/26",4.77
"Currency","2009/08/25",4.81
"Currency","2009/08/24",4.80
"Currency","2009/08/21",4.84
"Currency","2009/08/20",4.84
"Currency","2009/08/19",4.84
"Currency","2009/08/18",4.78
"Currency","2009/08/17",4.79
"Currency","2009/08/14",4.77
"Currency","2009/08/13",4.88
"Currency","2009/08/12",4.89
"Currency","2009/08/11",4.88
"Currency","2009/08/10",4.89
"Currency","2009/08/07",4.91
"Currency","2009/08/06",4.90
"Currency","2009/08/05",4.94
"Currency","2009/08/04",4.90
"Currency","2009/08/03",5.03
"Currency","2009/07/31",5.01
"Currency","2009/07/30",5.09
"Currency","2009/07/29",5.09
"Currency","2009/07/28",5.06
"Currency","2009/07/27",5.07
"Currency","2009/07/24",5.08
"Currency","2009/07/23",5.09
"Currency","2009/07/22",5.12
"Currency","2009/07/21",5.11
"Currency","2009/07/20",5.12
"Currency","2009/07/17",5.12
"Currency","2009/07/16",5.10
"Currency","2009/07/15",5.20
"Currency","2009/07/14",5.18
"Currency","2009/07/13",5.22
"Currency","2009/07/10",5.18
"Currency","2009/07/09",5.17
"Currency","2009/07/08",5.24
"Currency","2009/07/07",5.17
"Currency","2009/07/06",5.16
"Currency","2009/07/03",5.16
"Currency","2009/07/02",5.19
"Currency","2009/07/01",5.19
"Currency","2009/06/30",5.17
"Currency","2009/06/29",5.21
"Currency","2009/06/26",5.29
"Currency","2009/06/25",5.30
"Currency","2009/06/24",5.23
"Currency","2009/06/23",5.22
"Currency","2009/06/22",5.19
"Currency","2009/06/19",5.04
"Currency","2009/06/18",5.07
"Currency","2009/06/17",5.10
"Currency","2009/06/16",5.05
"Currency","2009/06/15",4.95
"Currency","2009/06/12",4.97
"Currency","2009/06/11",5.03
"Currency","2009/06/10",5.08
"Currency","2009/06/09",5.06
"Currency","2009/06/08",4.96
"Currency","2009/06/05",4.95
"Currency","2009/06/04",4.95
"Currency","2009/06/03",4.95
"Currency","2009/06/02",4.97
"Currency","2009/06/01",5.05
"Currency","2009/05/29",5.10
"Currency","2009/05/28",5.19
"Currency","2009/05/27",5.12
"Currency","2009/05/26",5.08
"Currency","2009/05/25",5.10
"Currency","2009/05/22",5.10
"Currency","2009/05/21",5.12
"Currency","2009/05/20",5.07
"Currency","2009/05/19",5.17
"Currency","2009/05/18",5.21
"Currency","2009/05/15",5.23
"Currency","2009/05/14",5.35
"Currency","2009/05/13",5.22
"Currency","2009/05/12",5.10
"Currency","2009/05/11",5.12
"Currency","2009/05/08",5.13
"Currency","2009/05/07",5.15
"Currency","2009/05/06",5.27
"Currency","2009/05/05",5.32
"Currency","2009/05/04",5.47
"Currency","2009/05/01",5.62
"Currency","2009/04/30",5.56
"Currency","2009/04/29",5.64
"Currency","2009/04/28",5.65
"Currency","2009/04/27",5.61
"Currency","2009/04/24",5.68
"Currency","2009/04/23",5.73
"Currency","2009/04/22",5.74
"Currency","2009/04/21",5.72
"Currency","2009/04/20",5.68
"Currency","2009/04/17",5.66
"Currency","2009/04/16",5.70
"Currency","2009/04/15",5.68
"Currency","2009/04/14",5.68
"Currency","2009/04/13",5.71
"Currency","2009/04/10",5.61
"Currency","2009/04/09",5.61
"Currency","2009/04/08",5.63
"Currency","2009/04/07",5.68
"Currency","2009/04/06",5.69
"Currency","2009/04/03",5.70
"Currency","2009/04/02",5.64
"Currency","2009/04/01",5.59
"Currency","2009/03/31",5.60
"Currency","2009/03/30",5.58
"Currency","2009/03/27",5.54
"Currency","2009/03/26",5.53
"Currency","2009/03/25",5.56
"Currency","2009/03/24",5.49
